locustag,asmid,species_name,phylum,subphylum,class,order,family,genus,total_proteins,adhesion_count,adhesion_fraction,mean_adhesion_prob,median_adhesion_prob
F9C02FED,GCA_027569235.1_ASM2756923v1,Aspergillus sparsus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12291,242,0.019689203482222764,0.8348223140495867,0.9057
F0802BE4,GCA_003574815.1_ASM357481v1,Aspergillus spinulosporus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9942,126,0.012673506336753168,0.8645444444444444,0.9237
F60A00F4,GCF_002849105.1_Aspste1,Aspergillus steynii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11202,140,0.01249776825566863,0.8338814285714286,0.8707
F421854E,GCA_037044295.1_ASM3704429v1,Aspergillus subversicolor,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13872,276,0.019896193771626297,0.8933202898550725,0.9751
FB3CECA2,GCF_001890705.1_Aspsy1,Aspergillus sydowii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12367,158,0.012775935958599499,0.8348354430379746,0.877
F7CA8F50,GCA_002850765.1_Asptaic1,Aspergillus taichungensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8554,92,0.010755202244563947,0.8110891304347826,0.8319
F437A0E2,GCA_030556085.1_ASM3055608v1,Aspergillus tamarii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12542,157,0.012517939722532291,0.8453554140127388,0.9135
FCA3BF1A,GCF_003426965.1_ASM342696v1,Aspergillus tanneri,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11315,116,0.010251878038002652,0.8361215517241379,0.87225
F3412C3F,GCA_037043975.1_ASM3704397v1,Aspergillus tennesseensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12216,171,0.013998035363457761,0.8117719298245614,0.8728
F8FA224D,GCF_000149615.1_ASM14961v1,Aspergillus terreus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9975,128,0.012832080200501254,0.82563671875,0.8882
F38B0BE4,GCA_024668715.1_ASM2466871v1,Aspergillus texensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12632,148,0.011716276124129196,0.869054054054054,0.92275
FB526F00,GCF_002237265.1_ASM223726v2,Aspergillus thermomutatus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10437,142,0.013605442176870748,0.8395711267605633,0.8976500000000001
FD02F66E,GCA_009193505.1_Asptra1,Aspergillus transmontanensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13367,159,0.011894965212837585,0.8363226415094339,0.9045
FE7F153A,GCF_013340325.1_ASM1334032v1,Aspergillus tubingensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10390,131,0.01260827718960539,0.8433809160305343,0.901
F7C8B7F3,GCA_002234965.2_ASM223496v2,Aspergillus turcosus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9783,119,0.012163957886129,0.8495899159663866,0.8863
F1242A49,GCF_001078395.1_Aud_assembly02,Aspergillus udagawae,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10383,130,0.012520466146585765,0.8077853846153846,0.8457
FB5F54D5,GCA_018408605.1_ASM1840860v1,Aspergillus unguis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9728,107,0.010999177631578948,0.8558822429906542,0.8943
F15C01D5,GCA_040285355.1_ASM4028535v1,Aspergillus ustus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,14197,200,0.014087483271113616,0.846741,0.8962
F993F2A0,GCF_003184745.1_Aspuva1,Aspergillus uvarum,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10649,166,0.015588318151939149,0.8491801204819277,0.9098999999999999
F05D3311,GCF_003184925.1_Aspvad1,Aspergillus vadensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10334,142,0.01374104896458293,0.8299302816901408,0.8794500000000001
FC0E4423,GCA_039955225.1_Aver_NBRC115547_1.0,Aspergillus verrucosus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8699,62,0.007127256006437522,0.8552032258064516,0.8823
F5E6814F,GCF_001890125.1_Aspve1,Aspergillus versicolor,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12326,147,0.011926010060035698,0.8243612244897959,0.8645
F33937AA,GCA_003184705.1_Aspvio1,Aspergillus violaceofuscus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10848,171,0.015763274336283186,0.8445918128654971,0.9161
FE409C57,GCF_018404265.1_Aspvir_assembly01,Aspergillus viridinutans,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9767,123,0.012593426845500154,0.8380666666666666,0.8945
FE2FDE71,GCF_003344945.1_Aspwel1,Aspergillus welwitschiae,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10887,126,0.011573436208321852,0.8484801587301587,0.9081
F1C48C45,GCF_001890725.1_Aspwe1,Aspergillus wentii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11544,121,0.010481635481635481,0.846300826446281,0.9019
FC2852AF,GCA_019976475.1_ASM1997647v1,Aspergillus westerdijkiae,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11241,126,0.01120896717373899,0.8501619047619048,0.9134
FE4A26D7,GCA_018850815.1_ASM1885081v1,Asterophora lycoperdoides,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Asterophora,10075,100,0.009925558312655087,0.84429,0.90105
FFB3A1B2,GCA_018282005.1_ASM1828200v1,Asterophora parasitica,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Asterophora,9831,111,0.011290814769606347,0.8258081081081081,0.8796
F41A6301,GCA_016618355.2_ASM1661835v2,Astraeus odoratus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Astraeaceae,Astraeus,11335,42,0.0037053374503749448,0.8015761904761904,0.8290500000000001
F5457454,GCA_022453515.1_Astsub1,Astrocystis sublimbata,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Astrocystis,11294,169,0.014963697538516027,0.8305745562130178,0.8467
F7040976,GCA_021030915.1_ASM2103091v1,Astrothelium macrocarpum,Ascomycota,Pezizomycotina,Dothideomycetes,Trypetheliales,Trypetheliaceae,Astrothelium,10624,222,0.020896084337349397,0.8641495495495496,0.95655
F8EAD6F0,GCA_021030935.1_ASM2103093v1,Astrothelium subdiscretum,Ascomycota,Pezizomycotina,Dothideomycetes,Trypetheliales,Trypetheliaceae,Astrothelium,10424,237,0.022735993860322334,0.864298312236287,0.9483
F199F68F,GCA_014898675.1_191101_athtb5_1.0,Athelia sp. TMB,Basidiomycota,Agaricomycotina,Agaricomycetes,Atheliales,Atheliaceae,Athelia,23773,284,0.011946325663567913,0.7779056338028169,0.7793000000000001
FF9364D8,GCA_000729835.1_AhypB4728v1,Atkinsonella hypoxylon,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Atkinsonella,7369,94,0.012756140588953725,0.8444191489361702,0.9088
F8D9DF47,GCA_001008035.1_Atex_B6155_v1,Atkinsonella texensis,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Atkinsonella,7427,92,0.012387235761411068,0.8560217391304348,0.9260999999999999
FF98D398,GCA_021432655.1_Atrsp2,Atractiella rhizophila,Basidiomycota,Pucciniomycotina,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,Atractiella,14205,109,0.007673354452657515,0.8127422018348623,0.8446
F209EB4C,GCA_010015705.1_Aulhe2,Aulographum hederae,Ascomycota,Pezizomycotina,Dothideomycetes,Aulographales,Aulographaceae,Aulographum,9569,177,0.018497230640610304,0.8761440677966101,0.9488
FDECF4D6,GCA_019775405.1_ASM1977540v1,Aureobasidium leucospermi,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9597,197,0.020527248098364072,0.8837081218274112,0.9672
F3C979DD,GCA_022813425.1_ASM2281342v1,Aureobasidium lini,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9586,207,0.021593991237220948,0.8811792270531401,0.9553
FF5B4836,GCA_021014315.1_SQU_Amang_1.1,Aureobasidium mangrovei,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8323,174,0.020905923344947737,0.8757770114942529,0.94965
F4B1F323,GCF_000721775.1_Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,Aureobasidium melanogenum,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9019,207,0.02295154673467125,0.8857135265700483,0.9535
FAEBAB79,GCA_903819665.1_AWRI4233,Aureobasidium mustum,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8774,204,0.023250512878960565,0.8796700980392157,0.96345
F8B54C32,GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0,Aureobasidium namibiae,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8891,222,0.024969069845911598,0.864122972972973,0.9491499999999999
FA25425F,GCF_000721785.1_Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0,Aureobasidium pullulans,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9720,203,0.02088477366255144,0.894543842364532,0.9666
F716202B,GCA_023848595.1_ASM2384859v1,Aureobasidium sp. EXF-10727,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8970,208,0.02318840579710145,0.8758625,0.9423
F81189AA,GCA_023848605.1_ASM2384860v1,Aureobasidium sp. EXF-10728,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9337,202,0.021634357930812895,0.8748945544554455,0.93775
F5B1FD30,GCA_024195555.1_ASM2419555v1,Aureobasidium sp. EXF-12298,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,17230,436,0.0253047011027278,0.8872339449541284,0.961
FDE29271,GCA_024195545.1_ASM2419554v1,Aureobasidium sp. EXF-12344,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,17173,409,0.02381645606475281,0.8774789731051345,0.9576
F54BC168,GCA_019924955.1_ASM1992495v1,Aureobasidium sp. EXF-3399,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8854,221,0.02496046984413824,0.8656357466063348,0.9496
F75C2D08,GCA_024195585.1_ASM2419558v1,Aureobasidium sp. EXF-3400,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,17482,444,0.02539755176753232,0.8841292792792793,0.9589
FE13762E,GCA_024195465.1_ASM2419546v1,Aureobasidium sp. EXF-8845,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,15074,394,0.0261377205784795,0.8846403553299492,0.9542999999999999
F8D699AE,GCA_024195485.1_ASM2419548v1,Aureobasidium sp. EXF-8846,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,15071,400,0.026541039081680047,0.87300025,0.9390499999999999
FE2A3A88,GCA_001914275.1_FSWF8-bin-4,Aureobasidium sp. FSWF8-4,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9567,213,0.022264032612104107,0.8736305164319249,0.9533
F5B0CF87,GCA_037040395.1_ASM3704039v1,Aureobasidium sp. M94-06E,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9162,215,0.023466492032307357,0.8690060465116279,0.936
F1FCBF29,GCA_003992365.1_ASM399236v1,Aureobasidium sp. P6,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8569,188,0.02193954953903606,0.8785867021276595,0.94875
F6DAA382,GCA_019677095.1_ASM1967709v1,Aureobasidium sp. SLJ-2021a,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8572,176,0.02053196453569762,0.8832931818181818,0.9493
F520F104,GCA_022575945.1_ASM2257594v1,Aureobasidium sp. TD-062,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8262,159,0.01924473493100944,0.8784842767295598,0.9593
FFB21448,GCA_037042735.1_ASM3704273v1,Aureobasidium sp. Y128-05A,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,9188,218,0.02372659991292991,0.8713532110091743,0.9497500000000001
F1907BFA,GCF_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0,Aureobasidium subglaciale,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8671,188,0.021681466958828277,0.8625308510638298,0.9266000000000001
F6A203EC,GCA_903853725.1_AWRI4620,Aureobasidium uvarum,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8736,195,0.022321428571428572,0.8820307692307693,0.9456
FED2AB33,GCA_903819635.1_AWRI4619,Aureobasidium vineae,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8418,187,0.022214302684723214,0.8739866310160428,0.9404
FDF19DE7,GCA_017580825.2_ASM1758082v2,Aureobasidium zeae,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,8221,162,0.01970563191825812,0.8734432098765432,0.9459
F4AF1F6E,GCA_038089615.1_NY815461-Aureoboletus-auriporus,Aureoboletus auriporus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,12556,92,0.007327174259318254,0.7892717391304348,0.8319000000000001
FEB939F8,GCA_002092955.1_ASM209295v1,Auricularia auricula-judae,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,12839,175,0.01363034504244879,0.8122897142857143,0.8427
FF9EEB10,GCA_030578095.1_ASM3057809v1,Auricularia cornea,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,22157,322,0.014532653337545696,0.8012428571428571,0.8353999999999999
F34284C8,GCA_002287115.1_ASM228711v1,Auricularia heimuer,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,13664,174,0.012734192037470726,0.8120189655172414,0.86265
F0D3851A,GCA_003316125.1_ASM331612v1,Auricularia polytricha,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,9792,58,0.005923202614379085,0.8378379310344828,0.8835999999999999
FF7A8E2C,GCA_037042885.1_ASM3704288v1,Auricularia sp. M12,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,15162,196,0.012927054478301015,0.8148270408163265,0.83245
F05F1A86,GCA_037042915.1_ASM3704291v1,Auricularia sp. M13,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,14327,194,0.01354086689467439,0.8101845360824742,0.8465
F81BBD60,GCA_020744175.1_Olipa1,Auriculariales sp. MPI-PUGE-AT-0066,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,,,14076,204,0.014492753623188406,0.8111593137254902,0.8217
F12F3132,GCA_007026445.1_Auramp1,Auriculariopsis ampla,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Schizophyllaceae,Auriculariopsis,15785,178,0.011276528349699081,0.7959084269662922,0.80545
F1B8127F,GCA_027559495.1_ASM2755949v1,Aurifilum marmelostoma,Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Cryphonectriaceae,Aurifilum,10340,199,0.019245647969052225,0.8219497487437186,0.8751
F5570A3E,GCA_019914985.1_ASM1991498v1,Auriscalpium microsporum,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Auriscalpiaceae,Auriscalpium,13026,92,0.007062797481959158,0.8152739130434783,0.87445
F8B4970C,GCA_019915035.1_ASM1991503v1,Auriscalpium orientale,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Auriscalpiaceae,Auriscalpium,14055,125,0.008893632159373888,0.81654,0.849
FC8C8A77,GCA_019915015.1_ASM1991501v1,Auriscalpium vulgare,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Auriscalpiaceae,Auriscalpium,14600,98,0.006712328767123288,0.8499989795918367,0.92215
F19F014C,GCA_038089855.1_NY2686028-Australopilus-palumanus,Australopilus palumanus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Australopilus,11699,99,0.008462261731771946,0.8447242424242424,0.9216
FC1062E2,GCA_038093715.1_DLT08-126-Austroboletus-cf-mucosus,Austroboletus cf. mucosus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Austroboletus,6967,43,0.006171953495048084,0.8482558139534884,0.883
F9C7C0A5,GCA_038090175.1_NY2072517-Austroboletus-eburneus,Austroboletus eburneus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Austroboletus,11122,82,0.007372774680812803,0.8030621951219512,0.8124
F5668708,GCA_038088875.1_TH9250-Austroboletus-festivus,Austroboletus festivus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Austroboletus,11296,54,0.0047804532577903685,0.7869388888888889,0.79275
FB17FAC8,GCA_038090255.1_NY2072385-Austroboletus-niveus,Austroboletus niveus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Austroboletus,10633,66,0.006207091131383429,0.7927575757575758,0.81115
FB3DC264,GCA_038090275.1_NY1491240-Austroboletus-novazelandiae,Austroboletus novae-zelandiae,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Austroboletus,9110,70,0.007683863885839737,0.8298428571428571,0.889
FAF8BA0F,GCA_038093615.1_KD12250-Austroboletus-olicaceoglutinosus,Austroboletus olivaceoglutinosus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Austroboletus,7575,54,0.007128712871287129,0.7927722222222222,0.80055
F082A955,GCA_038089255.1_TH10071-Austroboletus-rostrupii,Austroboletus rostrupii,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Austroboletus,10986,52,0.004733296923357,0.8104923076923077,0.8336
F9FEA515,GCA_023105745.1_APSI_hap1_v2,Austropuccinia psidii,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,47715,207,0.00433825840930525,0.8273777777777778,0.865
FC95684A,GCF_001661335.1_Babin1,Babjeviella inositovora,Ascomycota,Saccharomycotina,Pichiomycetes,Serinales,,Babjeviella,5486,50,0.00911410864017499,0.863392,0.9306000000000001
FDA08A41,GCA_022814255.1_ASM2281425v1,Bachmanniomyces sp. S44760,Ascomycota,Pezizomycotina,Lecanoromycetes,,,Bachmanniomyces,7107,118,0.016603348811031378,0.8820457627118644,0.9531000000000001
F6EF348E,GCF_019456465.1_ASM1945646v1,Bacidia gigantensis,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidia,9719,121,0.01244984051857187,0.8740884297520661,0.9242
FEBEA33C,GCA_032158265.1_ASM3215826v1,Bacidia rubella,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidia,10094,153,0.015157519318406974,0.839781045751634,0.8991
F285C620,GCA_024140565.1_ASM2414056v1,Backusella australiensis,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,15084,143,0.009480243967117476,0.7994965034965035,0.8234
F1DA9FF3,GCA_025399235.1_Bacci1,Backusella circina,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,14699,156,0.010612966868494455,0.7917326923076923,0.8162
F5C88401,GCA_024140265.1_ASM2414026v1,Backusella liffmaniae,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,13736,151,0.010993011065812464,0.8109953642384106,0.8558
F92A5FE4,GCA_024140195.1_ASM2414019v1,Backusella luteola,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,15019,164,0.010919501964178707,0.7833359756097561,0.7968500000000001
F48FA141,GCA_024139275.1_ASM2413927v1,Backusella macrospora,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,15339,171,0.011148053980050851,0.8075116959064328,0.8769
F75422C7,GCA_024139405.1_ASM2413940v1,Backusella mclennaniae,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,14633,175,0.011959270142827855,0.8019142857142857,0.829
F22E7D53,GCA_024139395.1_ASM2413939v1,Backusella morwellensis,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,15682,172,0.010967988776941717,0.8022901162790698,0.82865
F74814D0,GCA_024140155.1_ASM2414015v1,Backusella parvicylindrica,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,15047,162,0.010766265700804146,0.7775938271604939,0.7979
F77E1DD6,GCA_024139485.1_ASM2413948v1,Backusella psychrophila,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,14580,170,0.011659807956104253,0.7993188235294117,0.81125
F6720F41,GCA_024139495.1_ASM2413949v1,Backusella sp. ASU-2019c,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,14521,165,0.011362853797947799,0.8079430303030303,0.835
F49A067E,GCA_024139415.1_ASM2413941v1,Backusella tarrabulga,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,15404,154,0.009997403271877434,0.8103915584415584,0.83955
FB2CB285,GCA_024140245.1_ASM2414024v1,Backusella tuberculispora,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,16029,163,0.010169068563229147,0.8192595092024539,0.8622
FAC48DEE,GCA_024140375.1_ASM2414037v1,Backusella westeae,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Backusellaceae,Backusella,15709,159,0.01012158635177287,0.7848559748427673,0.7873
F0A37E5F,GCA_001179705.1_Baeospora_myosura-8,Baeospora myosura,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Cyphellaceae,Baeospora,12961,131,0.010107244811357148,0.8428458015267175,0.8737
F213F054,GCA_000709145.1_BobtB249_1,Balansia obtecta,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Balansia,7889,85,0.01077449613385727,0.8460082352941176,0.9089
F0A7D145,GCA_038093395.1_MICH10004-Boletus-bicolor_var._borealis,Baorangia bicolor,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Baorangia,13716,98,0.007144940215806358,0.7866163265306122,0.78795
F348B011,GCA_022813145.1_ASM2281314v1,Barbatosphaeria neglecta,Ascomycota,Pezizomycotina,Sordariomycetes,,Barbatosphaeriaceae,Barbatosphaeria,8956,181,0.020209915140687807,0.8644618784530387,0.9441
